,index,urdf_filepath,urdf_path,scene_id,task,task_ids,init_ids
587,587,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_sorting_groceries_0_17.urdf,Pomaria_1_int_task_sorting_groceries_0_17,Pomaria_1_int,sorting_groceries,0,17
588,588,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_sorting_groceries_0_18.urdf,Pomaria_1_int_task_sorting_groceries_0_18,Pomaria_1_int,sorting_groceries,0,18
589,589,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_sorting_groceries_0_19.urdf,Pomaria_1_int_task_sorting_groceries_0_19,Pomaria_1_int,sorting_groceries,0,19
590,590,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_sorting_groceries_0_20.urdf,Pomaria_1_int_task_sorting_groceries_0_20,Pomaria_1_int,sorting_groceries,0,20
591,591,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_sorting_groceries_0_21.urdf,Pomaria_1_int_task_sorting_groceries_0_21,Pomaria_1_int,sorting_groceries,0,21
592,592,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_sorting_groceries_0_22.urdf,Pomaria_1_int_task_sorting_groceries_0_22,Pomaria_1_int,sorting_groceries,0,22
593,593,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_sorting_groceries_0_23.urdf,Pomaria_1_int_task_sorting_groceries_0_23,Pomaria_1_int,sorting_groceries,0,23
594,594,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_sorting_groceries_0_24.urdf,Pomaria_1_int_task_sorting_groceries_0_24,Pomaria_1_int,sorting_groceries,0,24
595,595,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_sorting_groceries_0_25.urdf,Pomaria_1_int_task_sorting_groceries_0_25,Pomaria_1_int,sorting_groceries,0,25
596,596,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_sorting_groceries_0_26.urdf,Pomaria_1_int_task_sorting_groceries_0_26,Pomaria_1_int,sorting_groceries,0,26
597,597,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_sorting_groceries_0_27.urdf,Pomaria_1_int_task_sorting_groceries_0_27,Pomaria_1_int,sorting_groceries,0,27
598,598,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_sorting_groceries_0_28.urdf,Pomaria_1_int_task_sorting_groceries_0_28,Pomaria_1_int,sorting_groceries,0,28
599,599,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_sorting_groceries_0_29.urdf,Pomaria_1_int_task_sorting_groceries_0_29,Pomaria_1_int,sorting_groceries,0,29
600,600,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_0.urdf,Beechwood_0_int_task_sorting_groceries_0_0,Beechwood_0_int,sorting_groceries,0,0
601,601,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_1.urdf,Beechwood_0_int_task_sorting_groceries_0_1,Beechwood_0_int,sorting_groceries,0,1
602,602,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_2.urdf,Beechwood_0_int_task_sorting_groceries_0_2,Beechwood_0_int,sorting_groceries,0,2
603,603,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_3.urdf,Beechwood_0_int_task_sorting_groceries_0_3,Beechwood_0_int,sorting_groceries,0,3
604,604,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_4.urdf,Beechwood_0_int_task_sorting_groceries_0_4,Beechwood_0_int,sorting_groceries,0,4
605,605,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_5.urdf,Beechwood_0_int_task_sorting_groceries_0_5,Beechwood_0_int,sorting_groceries,0,5
606,606,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_6.urdf,Beechwood_0_int_task_sorting_groceries_0_6,Beechwood_0_int,sorting_groceries,0,6
607,607,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_7.urdf,Beechwood_0_int_task_sorting_groceries_0_7,Beechwood_0_int,sorting_groceries,0,7
608,608,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_8.urdf,Beechwood_0_int_task_sorting_groceries_0_8,Beechwood_0_int,sorting_groceries,0,8
609,609,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_9.urdf,Beechwood_0_int_task_sorting_groceries_0_9,Beechwood_0_int,sorting_groceries,0,9
610,610,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_10.urdf,Beechwood_0_int_task_sorting_groceries_0_10,Beechwood_0_int,sorting_groceries,0,10
611,611,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_11.urdf,Beechwood_0_int_task_sorting_groceries_0_11,Beechwood_0_int,sorting_groceries,0,11
612,612,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_12.urdf,Beechwood_0_int_task_sorting_groceries_0_12,Beechwood_0_int,sorting_groceries,0,12
613,613,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_13.urdf,Beechwood_0_int_task_sorting_groceries_0_13,Beechwood_0_int,sorting_groceries,0,13
614,614,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_14.urdf,Beechwood_0_int_task_sorting_groceries_0_14,Beechwood_0_int,sorting_groceries,0,14
615,615,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_15.urdf,Beechwood_0_int_task_sorting_groceries_0_15,Beechwood_0_int,sorting_groceries,0,15
616,616,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_16.urdf,Beechwood_0_int_task_sorting_groceries_0_16,Beechwood_0_int,sorting_groceries,0,16
617,617,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_17.urdf,Beechwood_0_int_task_sorting_groceries_0_17,Beechwood_0_int,sorting_groceries,0,17
618,618,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_18.urdf,Beechwood_0_int_task_sorting_groceries_0_18,Beechwood_0_int,sorting_groceries,0,18
619,619,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_19.urdf,Beechwood_0_int_task_sorting_groceries_0_19,Beechwood_0_int,sorting_groceries,0,19
620,620,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_20.urdf,Beechwood_0_int_task_sorting_groceries_0_20,Beechwood_0_int,sorting_groceries,0,20
621,621,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_21.urdf,Beechwood_0_int_task_sorting_groceries_0_21,Beechwood_0_int,sorting_groceries,0,21
622,622,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_22.urdf,Beechwood_0_int_task_sorting_groceries_0_22,Beechwood_0_int,sorting_groceries,0,22
623,623,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_23.urdf,Beechwood_0_int_task_sorting_groceries_0_23,Beechwood_0_int,sorting_groceries,0,23
624,624,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_24.urdf,Beechwood_0_int_task_sorting_groceries_0_24,Beechwood_0_int,sorting_groceries,0,24
625,625,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_25.urdf,Beechwood_0_int_task_sorting_groceries_0_25,Beechwood_0_int,sorting_groceries,0,25
626,626,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_26.urdf,Beechwood_0_int_task_sorting_groceries_0_26,Beechwood_0_int,sorting_groceries,0,26
627,627,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_27.urdf,Beechwood_0_int_task_sorting_groceries_0_27,Beechwood_0_int,sorting_groceries,0,27
628,628,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_28.urdf,Beechwood_0_int_task_sorting_groceries_0_28,Beechwood_0_int,sorting_groceries,0,28
629,629,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_sorting_groceries_0_29.urdf,Beechwood_0_int_task_sorting_groceries_0_29,Beechwood_0_int,sorting_groceries,0,29
630,630,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_0.urdf,Wainscott_0_int_task_thawing_frozen_food_0_0,Wainscott_0_int,thawing_frozen_food,0,0
631,631,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_1.urdf,Wainscott_0_int_task_thawing_frozen_food_0_1,Wainscott_0_int,thawing_frozen_food,0,1
632,632,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_2.urdf,Wainscott_0_int_task_thawing_frozen_food_0_2,Wainscott_0_int,thawing_frozen_food,0,2
633,633,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_3.urdf,Wainscott_0_int_task_thawing_frozen_food_0_3,Wainscott_0_int,thawing_frozen_food,0,3
634,634,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_4.urdf,Wainscott_0_int_task_thawing_frozen_food_0_4,Wainscott_0_int,thawing_frozen_food,0,4
635,635,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_5.urdf,Wainscott_0_int_task_thawing_frozen_food_0_5,Wainscott_0_int,thawing_frozen_food,0,5
636,636,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_6.urdf,Wainscott_0_int_task_thawing_frozen_food_0_6,Wainscott_0_int,thawing_frozen_food,0,6
637,637,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_7.urdf,Wainscott_0_int_task_thawing_frozen_food_0_7,Wainscott_0_int,thawing_frozen_food,0,7
638,638,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_8.urdf,Wainscott_0_int_task_thawing_frozen_food_0_8,Wainscott_0_int,thawing_frozen_food,0,8
639,639,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_9.urdf,Wainscott_0_int_task_thawing_frozen_food_0_9,Wainscott_0_int,thawing_frozen_food,0,9
640,640,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_10.urdf,Wainscott_0_int_task_thawing_frozen_food_0_10,Wainscott_0_int,thawing_frozen_food,0,10
641,641,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_11.urdf,Wainscott_0_int_task_thawing_frozen_food_0_11,Wainscott_0_int,thawing_frozen_food,0,11
642,642,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_12.urdf,Wainscott_0_int_task_thawing_frozen_food_0_12,Wainscott_0_int,thawing_frozen_food,0,12
643,643,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_13.urdf,Wainscott_0_int_task_thawing_frozen_food_0_13,Wainscott_0_int,thawing_frozen_food,0,13
644,644,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_14.urdf,Wainscott_0_int_task_thawing_frozen_food_0_14,Wainscott_0_int,thawing_frozen_food,0,14
645,645,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_15.urdf,Wainscott_0_int_task_thawing_frozen_food_0_15,Wainscott_0_int,thawing_frozen_food,0,15
646,646,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_16.urdf,Wainscott_0_int_task_thawing_frozen_food_0_16,Wainscott_0_int,thawing_frozen_food,0,16
647,647,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_17.urdf,Wainscott_0_int_task_thawing_frozen_food_0_17,Wainscott_0_int,thawing_frozen_food,0,17
648,648,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_18.urdf,Wainscott_0_int_task_thawing_frozen_food_0_18,Wainscott_0_int,thawing_frozen_food,0,18
649,649,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_19.urdf,Wainscott_0_int_task_thawing_frozen_food_0_19,Wainscott_0_int,thawing_frozen_food,0,19
650,650,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_20.urdf,Wainscott_0_int_task_thawing_frozen_food_0_20,Wainscott_0_int,thawing_frozen_food,0,20
651,651,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_21.urdf,Wainscott_0_int_task_thawing_frozen_food_0_21,Wainscott_0_int,thawing_frozen_food,0,21
652,652,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_22.urdf,Wainscott_0_int_task_thawing_frozen_food_0_22,Wainscott_0_int,thawing_frozen_food,0,22
653,653,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_23.urdf,Wainscott_0_int_task_thawing_frozen_food_0_23,Wainscott_0_int,thawing_frozen_food,0,23
654,654,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_24.urdf,Wainscott_0_int_task_thawing_frozen_food_0_24,Wainscott_0_int,thawing_frozen_food,0,24
655,655,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_25.urdf,Wainscott_0_int_task_thawing_frozen_food_0_25,Wainscott_0_int,thawing_frozen_food,0,25
656,656,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_26.urdf,Wainscott_0_int_task_thawing_frozen_food_0_26,Wainscott_0_int,thawing_frozen_food,0,26
657,657,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_27.urdf,Wainscott_0_int_task_thawing_frozen_food_0_27,Wainscott_0_int,thawing_frozen_food,0,27
658,658,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_28.urdf,Wainscott_0_int_task_thawing_frozen_food_0_28,Wainscott_0_int,thawing_frozen_food,0,28
659,659,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_thawing_frozen_food_0_29.urdf,Wainscott_0_int_task_thawing_frozen_food_0_29,Wainscott_0_int,thawing_frozen_food,0,29
660,660,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_0.urdf,Pomaria_1_int_task_thawing_frozen_food_0_0,Pomaria_1_int,thawing_frozen_food,0,0
661,661,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_1.urdf,Pomaria_1_int_task_thawing_frozen_food_0_1,Pomaria_1_int,thawing_frozen_food,0,1
662,662,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_2.urdf,Pomaria_1_int_task_thawing_frozen_food_0_2,Pomaria_1_int,thawing_frozen_food,0,2
663,663,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_3.urdf,Pomaria_1_int_task_thawing_frozen_food_0_3,Pomaria_1_int,thawing_frozen_food,0,3
664,664,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_4.urdf,Pomaria_1_int_task_thawing_frozen_food_0_4,Pomaria_1_int,thawing_frozen_food,0,4
665,665,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_5.urdf,Pomaria_1_int_task_thawing_frozen_food_0_5,Pomaria_1_int,thawing_frozen_food,0,5
666,666,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_6.urdf,Pomaria_1_int_task_thawing_frozen_food_0_6,Pomaria_1_int,thawing_frozen_food,0,6
667,667,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_7.urdf,Pomaria_1_int_task_thawing_frozen_food_0_7,Pomaria_1_int,thawing_frozen_food,0,7
668,668,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_8.urdf,Pomaria_1_int_task_thawing_frozen_food_0_8,Pomaria_1_int,thawing_frozen_food,0,8
669,669,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_9.urdf,Pomaria_1_int_task_thawing_frozen_food_0_9,Pomaria_1_int,thawing_frozen_food,0,9
670,670,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_10.urdf,Pomaria_1_int_task_thawing_frozen_food_0_10,Pomaria_1_int,thawing_frozen_food,0,10
671,671,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_11.urdf,Pomaria_1_int_task_thawing_frozen_food_0_11,Pomaria_1_int,thawing_frozen_food,0,11
672,672,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_12.urdf,Pomaria_1_int_task_thawing_frozen_food_0_12,Pomaria_1_int,thawing_frozen_food,0,12
673,673,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_13.urdf,Pomaria_1_int_task_thawing_frozen_food_0_13,Pomaria_1_int,thawing_frozen_food,0,13
674,674,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_14.urdf,Pomaria_1_int_task_thawing_frozen_food_0_14,Pomaria_1_int,thawing_frozen_food,0,14
675,675,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_15.urdf,Pomaria_1_int_task_thawing_frozen_food_0_15,Pomaria_1_int,thawing_frozen_food,0,15
676,676,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_16.urdf,Pomaria_1_int_task_thawing_frozen_food_0_16,Pomaria_1_int,thawing_frozen_food,0,16
677,677,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_17.urdf,Pomaria_1_int_task_thawing_frozen_food_0_17,Pomaria_1_int,thawing_frozen_food,0,17
678,678,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_18.urdf,Pomaria_1_int_task_thawing_frozen_food_0_18,Pomaria_1_int,thawing_frozen_food,0,18
679,679,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_19.urdf,Pomaria_1_int_task_thawing_frozen_food_0_19,Pomaria_1_int,thawing_frozen_food,0,19
680,680,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_20.urdf,Pomaria_1_int_task_thawing_frozen_food_0_20,Pomaria_1_int,thawing_frozen_food,0,20
681,681,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_21.urdf,Pomaria_1_int_task_thawing_frozen_food_0_21,Pomaria_1_int,thawing_frozen_food,0,21
682,682,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_22.urdf,Pomaria_1_int_task_thawing_frozen_food_0_22,Pomaria_1_int,thawing_frozen_food,0,22
683,683,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_23.urdf,Pomaria_1_int_task_thawing_frozen_food_0_23,Pomaria_1_int,thawing_frozen_food,0,23
684,684,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_24.urdf,Pomaria_1_int_task_thawing_frozen_food_0_24,Pomaria_1_int,thawing_frozen_food,0,24
685,685,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_25.urdf,Pomaria_1_int_task_thawing_frozen_food_0_25,Pomaria_1_int,thawing_frozen_food,0,25
686,686,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_26.urdf,Pomaria_1_int_task_thawing_frozen_food_0_26,Pomaria_1_int,thawing_frozen_food,0,26
687,687,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_27.urdf,Pomaria_1_int_task_thawing_frozen_food_0_27,Pomaria_1_int,thawing_frozen_food,0,27
688,688,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_28.urdf,Pomaria_1_int_task_thawing_frozen_food_0_28,Pomaria_1_int,thawing_frozen_food,0,28
689,689,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_thawing_frozen_food_0_29.urdf,Pomaria_1_int_task_thawing_frozen_food_0_29,Pomaria_1_int,thawing_frozen_food,0,29
690,690,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_0.urdf,Beechwood_0_int_task_thawing_frozen_food_0_0,Beechwood_0_int,thawing_frozen_food,0,0
691,691,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_1.urdf,Beechwood_0_int_task_thawing_frozen_food_0_1,Beechwood_0_int,thawing_frozen_food,0,1
692,692,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_2.urdf,Beechwood_0_int_task_thawing_frozen_food_0_2,Beechwood_0_int,thawing_frozen_food,0,2
693,693,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_3.urdf,Beechwood_0_int_task_thawing_frozen_food_0_3,Beechwood_0_int,thawing_frozen_food,0,3
694,694,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_4.urdf,Beechwood_0_int_task_thawing_frozen_food_0_4,Beechwood_0_int,thawing_frozen_food,0,4
695,695,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_5.urdf,Beechwood_0_int_task_thawing_frozen_food_0_5,Beechwood_0_int,thawing_frozen_food,0,5
696,696,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_6.urdf,Beechwood_0_int_task_thawing_frozen_food_0_6,Beechwood_0_int,thawing_frozen_food,0,6
697,697,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_7.urdf,Beechwood_0_int_task_thawing_frozen_food_0_7,Beechwood_0_int,thawing_frozen_food,0,7
698,698,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_8.urdf,Beechwood_0_int_task_thawing_frozen_food_0_8,Beechwood_0_int,thawing_frozen_food,0,8
699,699,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_9.urdf,Beechwood_0_int_task_thawing_frozen_food_0_9,Beechwood_0_int,thawing_frozen_food,0,9
700,700,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_10.urdf,Beechwood_0_int_task_thawing_frozen_food_0_10,Beechwood_0_int,thawing_frozen_food,0,10
701,701,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_11.urdf,Beechwood_0_int_task_thawing_frozen_food_0_11,Beechwood_0_int,thawing_frozen_food,0,11
702,702,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_12.urdf,Beechwood_0_int_task_thawing_frozen_food_0_12,Beechwood_0_int,thawing_frozen_food,0,12
703,703,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_13.urdf,Beechwood_0_int_task_thawing_frozen_food_0_13,Beechwood_0_int,thawing_frozen_food,0,13
704,704,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_14.urdf,Beechwood_0_int_task_thawing_frozen_food_0_14,Beechwood_0_int,thawing_frozen_food,0,14
705,705,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_15.urdf,Beechwood_0_int_task_thawing_frozen_food_0_15,Beechwood_0_int,thawing_frozen_food,0,15
706,706,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_16.urdf,Beechwood_0_int_task_thawing_frozen_food_0_16,Beechwood_0_int,thawing_frozen_food,0,16
707,707,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_17.urdf,Beechwood_0_int_task_thawing_frozen_food_0_17,Beechwood_0_int,thawing_frozen_food,0,17
708,708,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_18.urdf,Beechwood_0_int_task_thawing_frozen_food_0_18,Beechwood_0_int,thawing_frozen_food,0,18
709,709,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_19.urdf,Beechwood_0_int_task_thawing_frozen_food_0_19,Beechwood_0_int,thawing_frozen_food,0,19
710,710,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_20.urdf,Beechwood_0_int_task_thawing_frozen_food_0_20,Beechwood_0_int,thawing_frozen_food,0,20
711,711,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_21.urdf,Beechwood_0_int_task_thawing_frozen_food_0_21,Beechwood_0_int,thawing_frozen_food,0,21
712,712,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_22.urdf,Beechwood_0_int_task_thawing_frozen_food_0_22,Beechwood_0_int,thawing_frozen_food,0,22
713,713,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_23.urdf,Beechwood_0_int_task_thawing_frozen_food_0_23,Beechwood_0_int,thawing_frozen_food,0,23
714,714,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_24.urdf,Beechwood_0_int_task_thawing_frozen_food_0_24,Beechwood_0_int,thawing_frozen_food,0,24
715,715,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_25.urdf,Beechwood_0_int_task_thawing_frozen_food_0_25,Beechwood_0_int,thawing_frozen_food,0,25
716,716,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_26.urdf,Beechwood_0_int_task_thawing_frozen_food_0_26,Beechwood_0_int,thawing_frozen_food,0,26
717,717,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_27.urdf,Beechwood_0_int_task_thawing_frozen_food_0_27,Beechwood_0_int,thawing_frozen_food,0,27
718,718,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_28.urdf,Beechwood_0_int_task_thawing_frozen_food_0_28,Beechwood_0_int,thawing_frozen_food,0,28
719,719,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_thawing_frozen_food_0_29.urdf,Beechwood_0_int_task_thawing_frozen_food_0_29,Beechwood_0_int,thawing_frozen_food,0,29
720,720,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_setting_up_candles_0_0.urdf,Beechwood_0_int_task_setting_up_candles_0_0,Beechwood_0_int,setting_up_candles,0,0
721,721,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_setting_up_candles_0_1.urdf,Beechwood_0_int_task_setting_up_candles_0_1,Beechwood_0_int,setting_up_candles,0,1
722,722,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_setting_up_candles_0_2.urdf,Beechwood_0_int_task_setting_up_candles_0_2,Beechwood_0_int,setting_up_candles,0,2
723,723,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_setting_up_candles_0_3.urdf,Beechwood_0_int_task_setting_up_candles_0_3,Beechwood_0_int,setting_up_candles,0,3
724,724,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_setting_up_candles_0_4.urdf,Beechwood_0_int_task_setting_up_candles_0_4,Beechwood_0_int,setting_up_candles,0,4
725,725,scenes/Beechwood_0_int/urdf/Beechwood_0_int_task_setting_up_candles_0_5.urdf,Beechwood_0_int_task_setting_up_candles_0_5,Beechwood_0_int,setting_up_candles,0,5
